"","x.sorted","tp","fp","tn","fn","tpr","tnr","fpr","fnr"
"1",-Inf,0,0,154,62,0,1,0,1
"2",0.351618151279245,1,0,154,61,0.0161290322580645,1,0,0.983870967741935
"3",0.356334307356024,2,0,154,60,0.032258064516129,1,0,0.967741935483871
"4",0.356583301184643,3,0,154,59,0.0483870967741935,1,0,0.951612903225806
"5",0.356680740918741,3,1,153,59,0.0483870967741935,0.993506493506494,0.00649350649350644,0.951612903225806
"6",0.359822627981233,3,2,152,59,0.0483870967741935,0.987012987012987,0.012987012987013,0.951612903225806
"7",0.367218641026253,3,3,151,59,0.0483870967741935,0.980519480519481,0.0194805194805194,0.951612903225806
"8",0.367223910484014,4,3,151,58,0.0645161290322581,0.980519480519481,0.0194805194805194,0.935483870967742
"9",0.367228689522255,4,4,150,58,0.0645161290322581,0.974025974025974,0.025974025974026,0.935483870967742
"10",0.367415491891585,4,5,149,58,0.0645161290322581,0.967532467532468,0.0324675324675324,0.935483870967742
"11",0.368345129093022,5,5,149,57,0.0806451612903226,0.967532467532468,0.0324675324675324,0.919354838709677
"12",0.3685726145014,5,6,148,57,0.0806451612903226,0.961038961038961,0.038961038961039,0.919354838709677
"13",0.368800995137725,5,7,147,57,0.0806451612903226,0.954545454545455,0.0454545454545454,0.919354838709677
"14",0.369842962743858,6,7,147,56,0.0967741935483871,0.954545454545455,0.0454545454545454,0.903225806451613
"15",0.371323643304995,6,8,146,56,0.0967741935483871,0.948051948051948,0.051948051948052,0.903225806451613
"16",0.372456137361737,6,9,145,56,0.0967741935483871,0.941558441558442,0.0584415584415584,0.903225806451613
"17",0.372490620740834,7,9,145,55,0.112903225806452,0.941558441558442,0.0584415584415584,0.887096774193548
"18",0.372905189829969,8,9,145,54,0.129032258064516,0.941558441558442,0.0584415584415584,0.870967741935484
"19",0.373116838783465,8,10,144,54,0.129032258064516,0.935064935064935,0.064935064935065,0.870967741935484
"20",0.374100469380188,9,10,144,53,0.145161290322581,0.935064935064935,0.064935064935065,0.854838709677419
"21",0.375414264308781,10,10,144,52,0.161290322580645,0.935064935064935,0.064935064935065,0.838709677419355
"22",0.375486591457593,10,11,143,52,0.161290322580645,0.928571428571429,0.0714285714285714,0.838709677419355
"23",0.375514844542984,11,11,143,51,0.17741935483871,0.928571428571429,0.0714285714285714,0.82258064516129
"24",0.376085369806447,11,12,142,51,0.17741935483871,0.922077922077922,0.0779220779220779,0.82258064516129
"25",0.376246425723542,12,12,142,50,0.193548387096774,0.922077922077922,0.0779220779220779,0.806451612903226
"26",0.376469619407964,12,13,141,50,0.193548387096774,0.915584415584416,0.0844155844155844,0.806451612903226
"27",0.376657098708304,12,14,140,50,0.193548387096774,0.909090909090909,0.0909090909090909,0.806451612903226
"28",0.376862168034307,12,15,139,50,0.193548387096774,0.902597402597403,0.0974025974025974,0.806451612903226
"29",0.377360128478301,13,15,139,49,0.209677419354839,0.902597402597403,0.0974025974025974,0.790322580645161
"30",0.377747234774785,14,15,139,48,0.225806451612903,0.902597402597403,0.0974025974025974,0.774193548387097
"31",0.37780520242576,15,15,139,47,0.241935483870968,0.902597402597403,0.0974025974025974,0.758064516129032
"32",0.378428074462476,15,16,138,47,0.241935483870968,0.896103896103896,0.103896103896104,0.758064516129032
"33",0.37896667561668,15,17,137,47,0.241935483870968,0.88961038961039,0.11038961038961,0.758064516129032
"34",0.37919009577294,15,18,136,47,0.241935483870968,0.883116883116883,0.116883116883117,0.758064516129032
"35",0.37963874688607,15,19,135,47,0.241935483870968,0.876623376623377,0.123376623376623,0.758064516129032
"36",0.379779372902013,16,19,135,46,0.258064516129032,0.876623376623377,0.123376623376623,0.741935483870968
"37",0.379798428541815,17,19,135,45,0.274193548387097,0.876623376623377,0.123376623376623,0.725806451612903
"38",0.379889299525835,17,20,134,45,0.274193548387097,0.87012987012987,0.12987012987013,0.725806451612903
"39",0.380525981001908,17,21,133,45,0.274193548387097,0.863636363636364,0.136363636363636,0.725806451612903
"40",0.381230214701422,17,22,132,45,0.274193548387097,0.857142857142857,0.142857142857143,0.725806451612903
"41",0.381481049178809,18,22,132,44,0.290322580645161,0.857142857142857,0.142857142857143,0.709677419354839
"42",0.381845691316147,18,23,131,44,0.290322580645161,0.850649350649351,0.149350649350649,0.709677419354839
"43",0.382119149602097,18,24,130,44,0.290322580645161,0.844155844155844,0.155844155844156,0.709677419354839
"44",0.382147354796517,18,25,129,44,0.290322580645161,0.837662337662338,0.162337662337662,0.709677419354839
"45",0.382629371019967,18,26,128,44,0.290322580645161,0.831168831168831,0.168831168831169,0.709677419354839
"46",0.382631715418916,19,26,128,43,0.306451612903226,0.831168831168831,0.168831168831169,0.693548387096774
"47",0.382824908841882,20,26,128,42,0.32258064516129,0.831168831168831,0.168831168831169,0.67741935483871
"48",0.383236835440095,21,26,128,41,0.338709677419355,0.831168831168831,0.168831168831169,0.661290322580645
"49",0.383278123448662,21,27,127,41,0.338709677419355,0.824675324675325,0.175324675324675,0.661290322580645
"50",0.383308592427637,21,28,126,41,0.338709677419355,0.818181818181818,0.181818181818182,0.661290322580645
"51",0.383401530657044,21,29,125,41,0.338709677419355,0.811688311688312,0.188311688311688,0.661290322580645
"52",0.383840086682658,21,30,124,41,0.338709677419355,0.805194805194805,0.194805194805195,0.661290322580645
"53",0.384070412344245,21,31,123,41,0.338709677419355,0.798701298701299,0.201298701298701,0.661290322580645
"54",0.384194086129252,21,32,122,41,0.338709677419355,0.792207792207792,0.207792207792208,0.661290322580645
