"","x.sorted","tp","fp","tn","fn","tpr","tnr","fpr","fnr"
"95",-0.526995709039864,24,70,84,2,0.923076923076923,0.545454545454545,0.454545454545455,0.0769230769230769
"96",-0.52691957614913,24,71,83,2,0.923076923076923,0.538961038961039,0.461038961038961,0.0769230769230769
"97",-0.526911618536079,24,72,82,2,0.923076923076923,0.532467532467532,0.467532467532468,0.0769230769230769
"98",-0.526692730417952,24,73,81,2,0.923076923076923,0.525974025974026,0.474025974025974,0.0769230769230769
"99",-0.526124208234344,24,74,80,2,0.923076923076923,0.519480519480519,0.480519480519481,0.0769230769230769
"100",-0.525992404191139,24,75,79,2,0.923076923076923,0.512987012987013,0.487012987012987,0.0769230769230769
"101",-0.525310908636792,25,75,79,1,0.961538461538462,0.512987012987013,0.487012987012987,0.0384615384615384
"102",-0.525044560434739,25,76,78,1,0.961538461538462,0.506493506493506,0.493506493506494,0.0384615384615384
"103",-0.525026410928776,25,77,77,1,0.961538461538462,0.5,0.5,0.0384615384615384
"104",-0.524929360954251,25,78,76,1,0.961538461538462,0.493506493506494,0.506493506493507,0.0384615384615384
"105",-0.524922590273143,25,79,75,1,0.961538461538462,0.487012987012987,0.512987012987013,0.0384615384615384
"106",-0.524895578916167,25,80,74,1,0.961538461538462,0.480519480519481,0.519480519480519,0.0384615384615384
"107",-0.524539524007199,25,81,73,1,0.961538461538462,0.474025974025974,0.525974025974026,0.0384615384615384
"108",-0.524183910891577,25,82,72,1,0.961538461538462,0.467532467532468,0.532467532467533,0.0384615384615384
"109",-0.52385342194242,25,83,71,1,0.961538461538462,0.461038961038961,0.538961038961039,0.0384615384615384
"110",-0.522876547211363,25,84,70,1,0.961538461538462,0.454545454545455,0.545454545454545,0.0384615384615384
"111",-0.522508055223915,26,84,70,0,1,0.454545454545455,0.545454545454545,0
"112",-0.52239468016873,26,85,69,0,1,0.448051948051948,0.551948051948052,0
"113",-0.521986016329548,26,86,68,0,1,0.441558441558442,0.558441558441559,0
"114",-0.521343931983939,26,87,67,0,1,0.435064935064935,0.564935064935065,0
"115",-0.520639040222331,26,88,66,0,1,0.428571428571429,0.571428571428571,0
"116",-0.520281724412394,26,89,65,0,1,0.422077922077922,0.577922077922078,0
"117",-0.520154605910299,26,90,64,0,1,0.415584415584416,0.584415584415584,0
"118",-0.520147470311457,26,91,63,0,1,0.409090909090909,0.590909090909091,0
"119",-0.519846805862039,26,92,62,0,1,0.402597402597403,0.597402597402597,0
"120",-0.519487938582937,26,93,61,0,1,0.396103896103896,0.603896103896104,0
"121",-0.519438912140463,26,94,60,0,1,0.38961038961039,0.61038961038961,0
"122",-0.519184024360557,26,95,59,0,1,0.383116883116883,0.616883116883117,0
"123",-0.519141692382654,26,96,58,0,1,0.376623376623377,0.623376623376623,0
"124",-0.518889222775853,26,97,57,0,1,0.37012987012987,0.62987012987013,0
"125",-0.518103547093644,26,98,56,0,1,0.363636363636364,0.636363636363636,0
"126",-0.517874533097261,26,99,55,0,1,0.357142857142857,0.642857142857143,0
"127",-0.517711145352224,26,100,54,0,1,0.350649350649351,0.649350649350649,0
"128",-0.517385001919958,26,101,53,0,1,0.344155844155844,0.655844155844156,0
"129",-0.517331451783397,26,102,52,0,1,0.337662337662338,0.662337662337662,0
"130",-0.516850646533737,26,103,51,0,1,0.331168831168831,0.668831168831169,0
"131",-0.516441305941412,26,104,50,0,1,0.324675324675325,0.675324675324675,0
"132",-0.516371986091023,26,105,49,0,1,0.318181818181818,0.681818181818182,0
"133",-0.516311216656306,26,106,48,0,1,0.311688311688312,0.688311688311688,0
"134",-0.516257915671157,26,107,47,0,1,0.305194805194805,0.694805194805195,0
"135",-0.516242241751548,26,108,46,0,1,0.298701298701299,0.701298701298701,0
"136",-0.516119498695187,26,109,45,0,1,0.292207792207792,0.707792207792208,0
"137",-0.515747918656128,26,110,44,0,1,0.285714285714286,0.714285714285714,0
"138",-0.515384618439581,26,111,43,0,1,0.279220779220779,0.720779220779221,0
"139",-0.515028018861247,26,112,42,0,1,0.272727272727273,0.727272727272727,0
"140",-0.514855658635225,26,113,41,0,1,0.266233766233766,0.733766233766234,0
"141",-0.514753511952433,26,114,40,0,1,0.25974025974026,0.74025974025974,0
"142",-0.514739802607285,26,115,39,0,1,0.253246753246753,0.746753246753247,0
"143",-0.514506139225116,26,116,38,0,1,0.246753246753247,0.753246753246753,0
"144",-0.514196643820652,26,117,37,0,1,0.24025974025974,0.75974025974026,0
"145",-0.513625047942869,26,118,36,0,1,0.233766233766234,0.766233766233766,0
"146",-0.513621815651073,26,119,35,0,1,0.227272727272727,0.772727272727273,0
"147",-0.512328553098527,26,120,34,0,1,0.220779220779221,0.779220779220779,0
"148",-0.512134759945242,26,121,33,0,1,0.214285714285714,0.785714285714286,0
"149",-0.5120730310393,26,122,32,0,1,0.207792207792208,0.792207792207792,0
"150",-0.511851995958602,26,123,31,0,1,0.201298701298701,0.798701298701299,0
"151",-0.511390526594105,26,124,30,0,1,0.194805194805195,0.805194805194805,0
"152",-0.511255045422266,26,125,29,0,1,0.188311688311688,0.811688311688312,0
"153",-0.511109090641066,26,126,28,0,1,0.181818181818182,0.818181818181818,0
"154",-0.510999918445011,26,127,27,0,1,0.175324675324675,0.824675324675325,0
"155",-0.510908130438382,26,128,26,0,1,0.168831168831169,0.831168831168831,0
"156",-0.510760180148992,26,129,25,0,1,0.162337662337662,0.837662337662338,0
"157",-0.510716930701263,26,130,24,0,1,0.155844155844156,0.844155844155844,0
"158",-0.510638799730757,26,131,23,0,1,0.149350649350649,0.850649350649351,0
"159",-0.510284216392709,26,132,22,0,1,0.142857142857143,0.857142857142857,0
"160",-0.510229010506486,26,133,21,0,1,0.136363636363636,0.863636363636364,0
"161",-0.510049455846377,26,134,20,0,1,0.12987012987013,0.87012987012987,0
"162",-0.508789030082704,26,135,19,0,1,0.123376623376623,0.876623376623377,0
"163",-0.507803967083888,26,136,18,0,1,0.116883116883117,0.883116883116883,0
"164",-0.50770530245076,26,137,17,0,1,0.11038961038961,0.88961038961039,0
"165",-0.50762763695015,26,138,16,0,1,0.103896103896104,0.896103896103896,0
"166",-0.506119959503838,26,139,15,0,1,0.0974025974025974,0.902597402597403,0
"167",-0.506044325510214,26,140,14,0,1,0.0909090909090909,0.909090909090909,0
"168",-0.505305915230274,26,141,13,0,1,0.0844155844155844,0.915584415584416,0
"169",-0.505216983625902,26,142,12,0,1,0.0779220779220779,0.922077922077922,0
"170",-0.504675918135052,26,143,11,0,1,0.0714285714285714,0.928571428571429,0
"171",-0.504110646025282,26,144,10,0,1,0.0649350649350649,0.935064935064935,0
"172",-0.503258265839027,26,145,9,0,1,0.0584415584415584,0.941558441558442,0
"173",-0.503051631722672,26,146,8,0,1,0.051948051948052,0.948051948051948,0
"174",-0.502484181975515,26,147,7,0,1,0.0454545454545455,0.954545454545455,0
"175",-0.50192493705329,26,148,6,0,1,0.038961038961039,0.961038961038961,0
"176",-0.501400389114857,26,149,5,0,1,0.0324675324675325,0.967532467532468,0
"177",-0.501341617735999,26,150,4,0,1,0.025974025974026,0.974025974025974,0
"178",-0.500655470637246,26,151,3,0,1,0.0194805194805195,0.980519480519481,0
"179",-0.500302707331313,26,152,2,0,1,0.012987012987013,0.987012987012987,0
"180",-0.499557663111978,26,153,1,0,1,0.00649350649350649,0.993506493506494,0
"181",-0.497407533865698,26,154,0,0,1,0,1,0
